Player,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE,match_id,Team,Opp_Team,Map,Patch
gaabxx,2,2,0,0.0,0,0,0.0,0.0,0.0,66,1,1,13024,SHK,VKS,HAVEN,2.03
frz,2,0,0,0.0,0,0.0,0.0,0.0,0.0,44,0,0,13024,VKS,SHK,ASCENT,2.03
Sacy,4,1,0,0.0,0,0.0,0.0,0.0,0.0,98,2,0,13024,VKS,SHK,ASCENT,2.03
saadhak,2,2,0,0.0,1,0.0,0.0,0.0,0.0,50,6,2,13024,VKS,SHK,ASCENT,2.03
gtnziN,3,1,0,0.0,0,0.0,0.0,0.0,0.0,60,1,1,13024,VKS,SHK,ASCENT,2.03
sutecas,2,2,0,0.0,0,0.0,0.0,0.0,0.0,40,1,0,13024,VKS,SHK,ASCENT,2.03
fra,1,0,0,0.0,0,0.0,0.0,0.0,0.0,24,1,0,13024,SHK,VKS,ASCENT,2.03
light,2,0,0,0.0,0,0.0,0.0,0.0,0.0,46,2,0,13024,SHK,VKS,ASCENT,2.03
prozin,0,1,1,0.0,1,0.0,0.0,0.0,0.0,57,0,2,13024,SHK,VKS,ASCENT,2.03
deNaro,3,0,0,0.0,0,0.0,0.0,0.0,0.0,63,0,0,13024,SHK,VKS,ASCENT,2.03
