Player,Agents,ACS,K,D,A,KD_DIFF,ADR,HS%,FK,FD,FK_FD_DIFF,match_id,Team_x,Opp_Team_x,rounds_won,rounds_lost,ct_rounds_won,ct_rounds_lost,t_rounds_won,t_rounds_lost,Map,Patch_x,total_rounds,win_rate,KPR,DPR,APR,FKPR,FKWR,FDPR,ct_wr,t_wr,RESULT,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE,Team_y,Opp_Team_y,Patch_y,total_mult_kill,total_clutch,MKPR,CPR,0,astra,breach,brimstone,cypher,jett,killjoy,omen,phoenix,raze,reyna,sage,skye,sova,viper,yoru
glym,jett,220,17,13,2,4,125.5,26,4,4,0,13525,Rise,JAG,13,9,6,4,7,5,HAVEN,0.0,22,59.09,0.77,0.59,0.09,0.18,50.0,0.18,60.0,58.33,W,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,2,0,Rise,JAG,2.04,5.0,0.0,0.23,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
GuhRVN,astra,209,15,12,6,3,139.7,24,0,0,0,13525,Rise,JAG,13,9,6,4,7,5,HAVEN,0.0,22,59.09,0.68,0.55,0.27,0.0,0.0,0.0,60.0,58.33,W,3,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,62,7,1,Rise,JAG,2.04,4.0,1.0,0.18,0.05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DmL,phoenix,207,16,15,6,1,97.8,12,5,1,4,13525,Rise,JAG,13,9,6,4,7,5,HAVEN,0.0,22,59.09,0.73,0.68,0.27,0.23,83.33,0.05,60.0,58.33,W,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,39,0,1,Rise,JAG,2.04,3.0,0.0,0.14,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
leonzhet,sova,189,15,12,5,3,117.7,17,2,1,1,13525,Rise,JAG,13,9,6,4,7,5,HAVEN,0.0,22,59.09,0.68,0.55,0.23,0.09,66.67,0.05,60.0,58.33,W,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,1,0,Rise,JAG,2.04,3.0,0.0,0.14,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DmL,phoenix,241,17,15,3,2,166.7,22,3,3,0,13529,Rise,HL,7,13,6,6,1,7,ASCENT,0.0,20,35.0,0.85,0.75,0.15,0.15,50.0,0.15,50.0,12.5,L,3,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,68,1,0,Rise,HL,2.04,4.0,0.0,0.2,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
glym,jett,202,13,13,2,0,123.8,19,2,4,-2,13529,Rise,HL,7,13,6,6,1,7,ASCENT,0.0,20,35.0,0.65,0.65,0.1,0.1,33.33,0.2,50.0,12.5,L,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66,2,0,Rise,HL,2.04,3.0,0.0,0.15,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
GuhRVN,astra,162,10,17,3,-7,130.3,26,1,1,0,13529,Rise,HL,7,13,6,6,1,7,ASCENT,0.0,20,35.0,0.5,0.85,0.15,0.05,50.0,0.05,50.0,12.5,L,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52,0,0,Rise,HL,2.04,2.0,0.0,0.1,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leonzhet,sova,143,9,14,6,-5,104.4,30,0,0,0,13529,Rise,HL,7,13,6,6,1,7,ASCENT,0.0,20,35.0,0.45,0.7,0.3,0.0,0.0,0.0,50.0,12.5,L,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,1,1,Rise,HL,2.04,3.0,0.0,0.15,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Slag,killjoy,143,10,16,3,-6,102.4,14,0,6,-6,13529,Rise,HL,7,13,6,6,1,7,ASCENT,0.0,20,35.0,0.5,0.8,0.15,0.0,0.0,0.3,50.0,12.5,L,3,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41,0,1,Rise,HL,2.04,3.0,1.0,0.15,0.05,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
heat,jett,291,22,10,0,12,165.2,15,7,1,6,13529,HL,Rise,13,7,7,1,6,6,ASCENT,0.0,20,65.0,1.1,0.5,0.0,0.35,87.5,0.05,87.5,50.0,W,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71,0,1,HL,Rise,2.04,6.0,0.0,0.3,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
shion,sova,251,15,13,13,2,155.1,12,1,0,1,13529,HL,Rise,13,7,7,1,6,6,ASCENT,0.0,20,65.0,0.75,0.65,0.65,0.05,100.0,0.0,87.5,50.0,W,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,2,1,HL,Rise,2.04,4.0,0.0,0.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
liazzi,raze,205,14,16,4,-2,122.1,28,5,4,1,13529,HL,Rise,13,7,7,1,6,6,ASCENT,0.0,20,65.0,0.7,0.8,0.2,0.25,55.56,0.2,87.5,50.0,W,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48,1,1,HL,Rise,2.04,4.0,0.0,0.2,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Myssen,cypher,163,14,11,5,3,116.3,31,0,1,-1,13529,HL,Rise,13,7,7,1,6,6,ASCENT,0.0,20,65.0,0.7,0.55,0.25,0.0,0.0,0.05,87.5,50.0,W,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,47,1,0,HL,Rise,2.04,3.0,1.0,0.15,0.05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
pleets,omen,156,10,9,12,1,108.0,10,1,0,1,13529,HL,Rise,13,7,7,1,6,6,ASCENT,0.0,20,65.0,0.5,0.45,0.6,0.05,100.0,0.0,87.5,50.0,W,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,4,0,HL,Rise,2.04,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
GuhRVN,omen,318,25,10,2,15,204.2,22,1,0,1,13529,Rise,HL,13,7,6,2,7,5,ICEBOX,0.0,20,65.0,1.25,0.5,0.1,0.05,100.0,0.0,75.0,58.33,W,3,2,2.0,0.0,0.0,0.0,1.0,1.0,0.0,85,5,1,Rise,HL,2.04,7.0,2.0,0.35,0.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Slag,killjoy,296,22,13,2,9,167.6,24,3,0,3,13529,Rise,HL,13,7,6,2,7,5,ICEBOX,0.0,20,65.0,1.1,0.65,0.1,0.15,100.0,0.0,75.0,58.33,W,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57,1,0,Rise,HL,2.04,6.0,0.0,0.3,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
glym,sage,177,15,12,2,3,100.9,32,2,7,-5,13529,Rise,HL,13,7,6,2,7,5,ICEBOX,0.0,20,65.0,0.75,0.6,0.1,0.1,22.22,0.35,75.0,58.33,W,2,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,44,3,0,Rise,HL,2.04,3.0,1.0,0.15,0.05,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
leonzhet,sova,176,10,15,10,-5,117.1,14,1,1,0,13529,Rise,HL,13,7,6,2,7,5,ICEBOX,0.0,20,65.0,0.5,0.75,0.5,0.05,50.0,0.05,75.0,58.33,W,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,41,1,0,Rise,HL,2.04,1.0,1.0,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DmL,jett,164,11,14,4,-3,100.9,12,3,2,1,13529,Rise,HL,13,7,6,2,7,5,ICEBOX,0.0,20,65.0,0.55,0.7,0.2,0.15,60.0,0.1,75.0,58.33,W,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0,1,Rise,HL,2.04,2.0,0.0,0.1,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
heat,jett,289,20,19,4,1,175.9,31,3,1,2,13529,HL,Rise,7,13,5,7,2,6,ICEBOX,0.0,20,35.0,1.0,0.95,0.2,0.15,75.0,0.05,41.67,25.0,L,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65,0,0,HL,Rise,2.04,3.0,0.0,0.15,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
shion,sova,279,19,15,9,4,169.5,18,3,1,2,13529,HL,Rise,7,13,5,7,2,6,ICEBOX,0.0,20,35.0,0.95,0.75,0.45,0.15,75.0,0.05,41.67,25.0,L,4,2,0.0,0.0,0.0,2.0,0.0,0.0,0.0,72,0,3,HL,Rise,2.04,6.0,2.0,0.3,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
liazzi,raze,215,13,18,5,-5,144.2,18,2,3,-1,13529,HL,Rise,7,13,5,7,2,6,ICEBOX,0.0,20,35.0,0.65,0.9,0.25,0.1,40.0,0.15,41.67,25.0,L,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58,1,0,HL,Rise,2.04,3.0,0.0,0.15,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
pleets,omen,97,8,15,2,-7,70.1,17,1,3,-2,13529,HL,Rise,7,13,5,7,2,6,ICEBOX,0.0,20,35.0,0.4,0.75,0.1,0.05,25.0,0.15,41.67,25.0,L,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,2,0,HL,Rise,2.04,1.0,0.0,0.05,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Myssen,sage,79,4,16,4,-12,62.2,24,1,2,-1,13529,HL,Rise,7,13,5,7,2,6,ICEBOX,0.0,20,35.0,0.2,0.8,0.2,0.05,33.33,0.1,41.67,25.0,L,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,0,0,HL,Rise,2.04,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
GuhRVN,astra,244,16,14,3,2,162.7,20,1,0,1,13529,Rise,HL,6,13,3,4,3,9,HAVEN,0.0,19,31.58,0.84,0.74,0.16,0.05,100.0,0.0,42.86,25.0,L,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64,5,0,Rise,HL,2.04,3.0,0.0,0.16,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DmL,phoenix,209,13,15,2,-2,108.9,24,3,2,1,13529,Rise,HL,6,13,3,4,3,9,HAVEN,0.0,19,31.58,0.68,0.79,0.11,0.16,60.0,0.11,42.86,25.0,L,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44,0,0,Rise,HL,2.04,4.0,0.0,0.21,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Slag,cypher,170,12,17,1,-5,110.6,31,3,1,2,13529,Rise,HL,6,13,3,4,3,9,HAVEN,0.0,19,31.58,0.63,0.89,0.05,0.16,75.0,0.05,42.86,25.0,L,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,1,0,Rise,HL,2.04,2.0,0.0,0.11,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
glym,jett,142,8,17,2,-9,85.0,17,2,5,-3,13529,Rise,HL,6,13,3,4,3,9,HAVEN,0.0,19,31.58,0.42,0.89,0.11,0.11,28.57,0.26,42.86,25.0,L,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,0,0,Rise,HL,2.04,3.0,0.0,0.16,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
leonzhet,sova,135,6,16,7,-10,91.3,17,0,2,-2,13529,Rise,HL,6,13,3,4,3,9,HAVEN,0.0,19,31.58,0.32,0.84,0.37,0.0,0.0,0.11,42.86,25.0,L,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,36,2,0,Rise,HL,2.04,0.0,1.0,0.0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
liazzi,raze,268,19,13,5,6,165.6,21,4,0,4,13529,HL,Rise,13,6,9,3,4,3,HAVEN,0.0,19,68.42,1.0,0.68,0.26,0.21,100.0,0.0,75.0,57.14,W,5,1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,60,0,1,HL,Rise,2.04,6.0,2.0,0.32,0.11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Myssen,cypher,261,18,8,6,10,213.9,36,0,1,-1,13529,HL,Rise,13,6,9,3,4,3,HAVEN,0.0,19,68.42,0.95,0.42,0.32,0.0,0.0,0.05,75.0,57.14,W,2,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,94,1,0,HL,Rise,2.04,5.0,0.0,0.26,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
shion,sova,222,14,10,15,4,164.6,13,1,1,0,13529,HL,Rise,13,6,9,3,4,3,HAVEN,0.0,19,68.42,0.74,0.53,0.79,0.05,50.0,0.05,75.0,57.14,W,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76,1,3,HL,Rise,2.04,2.0,0.0,0.11,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
heat,jett,195,14,12,3,2,101.9,16,3,2,1,13529,HL,Rise,13,6,9,3,4,3,HAVEN,0.0,19,68.42,0.74,0.63,0.16,0.16,60.0,0.11,75.0,57.14,W,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,0,0,HL,Rise,2.04,4.0,0.0,0.21,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
pleets,omen,187,14,12,5,2,103.6,25,2,5,-3,13529,HL,Rise,13,6,9,3,4,3,HAVEN,0.0,19,68.42,0.74,0.63,0.26,0.11,28.57,0.26,75.0,57.14,W,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46,2,1,HL,Rise,2.04,4.0,0.0,0.21,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
leonzhet,sova,312,22,9,5,13,218.4,25,2,2,0,14097,Rise,LPX,13,6,7,5,6,1,HAVEN,0.0,19,68.42,1.16,0.47,0.26,0.11,50.0,0.11,58.33,85.71,W,7,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,79,0,2,Rise,LPX,0.0,8.0,1.0,0.42,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
glym,jett,291,21,10,2,11,170.9,21,3,3,0,14097,Rise,LPX,13,6,7,5,6,1,HAVEN,0.0,19,68.42,1.11,0.53,0.11,0.16,50.0,0.16,58.33,85.71,W,7,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,73,0,0,Rise,LPX,0.0,8.0,0.0,0.42,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
DmL,phoenix,240,15,11,9,4,167.5,22,1,3,-2,14097,Rise,LPX,13,6,7,5,6,1,HAVEN,0.0,19,68.42,0.79,0.58,0.47,0.05,25.0,0.16,58.33,85.71,W,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72,0,1,Rise,LPX,0.0,5.0,0.0,0.26,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
GuhRVN,astra,219,15,8,6,7,140.4,18,0,1,-1,14097,Rise,LPX,13,6,7,5,6,1,HAVEN,0.0,19,68.42,0.79,0.42,0.32,0.0,0.0,0.05,58.33,85.71,W,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,72,7,1,Rise,LPX,0.0,3.0,0.0,0.16,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slag,cypher,185,13,14,11,-1,108.4,26,0,4,-4,14097,Rise,LPX,13,6,7,5,6,1,HAVEN,0.0,19,68.42,0.68,0.74,0.58,0.0,0.0,0.21,58.33,85.71,W,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0,0,Rise,LPX,0.0,2.0,0.0,0.11,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
hwk,killjoy,222,14,17,1,-3,142.7,21,7,3,4,14097,LPX,Rise,6,13,1,6,5,7,HAVEN,0.0,19,31.58,0.74,0.89,0.05,0.37,70.0,0.16,14.29,41.67,L,1,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,56,1,0,LPX,Rise,0.0,2.0,1.0,0.11,0.05,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TpRz1K,omen,200,13,17,4,-4,124.8,18,1,1,0,14097,LPX,Rise,6,13,1,6,5,7,HAVEN,0.0,19,31.58,0.68,0.89,0.21,0.05,50.0,0.05,14.29,41.67,L,4,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,47,4,0,LPX,Rise,0.0,5.0,1.0,0.26,0.05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
frangola,phoenix,144,9,16,3,-7,86.3,33,3,0,3,14097,LPX,Rise,6,13,1,6,5,7,HAVEN,0.0,19,31.58,0.47,0.84,0.16,0.16,100.0,0.0,14.29,41.67,L,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,35,0,1,LPX,Rise,0.0,1.0,1.0,0.05,0.05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
volski,jett,142,8,19,3,-11,107.4,24,2,1,1,14097,LPX,Rise,6,13,1,6,5,7,HAVEN,0.0,19,31.58,0.42,1.0,0.16,0.11,66.67,0.05,14.29,41.67,L,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,1,0,LPX,Rise,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Brux0,sova,142,8,17,6,-9,85.7,12,0,1,-1,14097,LPX,Rise,6,13,1,6,5,7,HAVEN,0.0,19,31.58,0.42,0.89,0.32,0.0,0.0,0.05,14.29,41.67,L,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,3,0,LPX,Rise,0.0,1.0,0.0,0.05,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Slag,killjoy,294,19,10,3,9,179.8,28,3,0,3,14097,Rise,LPX,13,5,4,2,9,3,ASCENT,0.0,18,72.22,1.06,0.56,0.17,0.17,100.0,0.0,66.67,75.0,W,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70,1,0,Rise,LPX,0.0,5.0,0.0,0.28,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
leonzhet,sova,275,21,9,8,12,163.6,24,0,2,-2,14097,Rise,LPX,13,5,4,2,9,3,ASCENT,0.0,18,72.22,1.17,0.5,0.44,0.0,0.0,0.11,66.67,75.0,W,5,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66,1,0,Rise,LPX,0.0,8.0,0.0,0.44,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
glym,jett,246,15,12,5,3,139.4,21,2,4,-2,14097,Rise,LPX,13,5,4,2,9,3,ASCENT,0.0,18,72.22,0.83,0.67,0.28,0.11,33.33,0.22,66.67,75.0,W,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51,0,0,Rise,LPX,0.0,3.0,0.0,0.17,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
DmL,phoenix,215,14,10,7,4,146.2,17,3,3,0,14097,Rise,LPX,13,5,4,2,9,3,ASCENT,0.0,18,72.22,0.78,0.56,0.39,0.17,50.0,0.17,66.67,75.0,W,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62,1,0,Rise,LPX,0.0,3.0,0.0,0.17,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
GuhRVN,astra,176,11,6,6,5,92.9,19,0,1,-1,14097,Rise,LPX,13,5,4,2,9,3,ASCENT,0.0,18,72.22,0.61,0.33,0.33,0.0,0.0,0.06,66.67,75.0,W,2,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,44,8,0,Rise,LPX,0.0,3.0,1.0,0.17,0.06,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frangola,reyna,203,13,17,0,-4,130.5,30,4,1,3,14097,LPX,Rise,5,13,3,9,2,4,ASCENT,0.0,18,27.78,0.72,0.94,0.0,0.22,80.0,0.06,25.0,33.33,L,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52,0,0,LPX,Rise,0.0,5.0,0.0,0.28,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Brux0,sova,183,9,14,8,-5,127.2,29,2,0,2,14097,LPX,Rise,5,13,3,9,2,4,ASCENT,0.0,18,27.78,0.5,0.78,0.44,0.11,100.0,0.0,25.0,33.33,L,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58,1,1,LPX,Rise,0.0,4.0,0.0,0.22,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
volski,jett,180,9,17,5,-8,115.6,20,1,3,-2,14097,LPX,Rise,5,13,3,9,2,4,ASCENT,0.0,18,27.78,0.5,0.94,0.28,0.06,25.0,0.17,25.0,33.33,L,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,0,0,LPX,Rise,0.0,2.0,0.0,0.11,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
TpRz1K,omen,172,11,14,1,-3,105.9,25,0,0,0,14097,LPX,Rise,5,13,3,9,2,4,ASCENT,0.0,18,27.78,0.61,0.78,0.06,0.0,0.0,0.0,25.0,33.33,L,1,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,48,1,1,LPX,Rise,0.0,3.0,1.0,0.17,0.06,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
hwk,killjoy,100,5,18,3,-13,68.8,20,3,4,-1,14097,LPX,Rise,5,13,3,9,2,4,ASCENT,0.0,18,27.78,0.28,1.0,0.17,0.17,42.86,0.22,25.0,33.33,L,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,0,0,LPX,Rise,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
glym,jett,336,33,20,4,13,212.3,23,4,2,2,14205,Rise,SHK,13,15,6,6,6,6,HAVEN,0.0,28,46.43,1.18,0.71,0.14,0.14,66.67,0.07,50.0,50.0,L,8,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73,1,2,Rise,SHK,0.0,11.0,0.0,0.39,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
GuhRVN,astra,207,19,19,8,0,146.1,15,1,2,-1,14205,Rise,SHK,13,15,6,6,6,6,HAVEN,0.0,28,46.43,0.68,0.68,0.29,0.04,33.33,0.07,50.0,50.0,L,4,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,56,7,0,Rise,SHK,0.0,4.0,1.0,0.14,0.04,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slag,cypher,182,19,25,5,-6,113.2,30,2,4,-2,14205,Rise,SHK,13,15,6,6,6,6,HAVEN,0.0,28,46.43,0.68,0.89,0.18,0.07,33.33,0.14,50.0,50.0,L,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,0,0,Rise,SHK,0.0,5.0,0.0,0.18,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
DmL,phoenix,176,13,23,9,-10,120.7,28,4,4,0,14205,Rise,SHK,13,15,6,6,6,6,HAVEN,0.0,28,46.43,0.46,0.82,0.32,0.14,50.0,0.14,50.0,50.0,L,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,0,1,Rise,SHK,0.0,3.0,0.0,0.11,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
leonzhet,sova,147,14,19,8,-5,99.7,10,1,4,-3,14205,Rise,SHK,13,15,6,6,6,6,HAVEN,0.0,28,46.43,0.5,0.68,0.29,0.04,20.0,0.14,50.0,50.0,L,5,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,36,4,1,Rise,SHK,0.0,5.0,1.0,0.18,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
light,omen,263,29,18,6,11,152.8,21,4,4,0,14205,SHK,Rise,15,13,6,6,6,6,HAVEN,0.0,28,53.57,1.04,0.64,0.21,0.14,50.0,0.14,50.0,50.0,W,7,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,53,2,0,SHK,Rise,0.0,9.0,1.0,0.32,0.04,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
prozin,phoenix,259,23,21,6,2,158.9,16,7,2,5,14205,SHK,Rise,15,13,6,6,6,6,HAVEN,0.0,28,53.57,0.82,0.75,0.21,0.25,77.78,0.07,50.0,50.0,W,8,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,51,2,1,SHK,Rise,0.0,8.0,1.0,0.29,0.04,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
deNaro,sova,220,18,17,19,1,165.0,13,0,1,-1,14205,SHK,Rise,15,13,6,6,6,6,HAVEN,0.0,28,53.57,0.64,0.61,0.68,0.0,0.0,0.04,50.0,50.0,W,3,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,60,4,3,SHK,Rise,0.0,3.0,1.0,0.11,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
gaabxx,jett,207,22,18,6,4,142.0,24,3,3,0,14205,SHK,Rise,15,13,6,6,6,6,HAVEN,0.0,28,53.57,0.79,0.64,0.21,0.11,50.0,0.11,50.0,50.0,W,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53,0,1,SHK,Rise,0.0,7.0,0.0,0.25,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
fra,cypher,146,14,24,9,-10,97.4,21,2,2,0,14205,SHK,Rise,15,13,6,6,6,6,HAVEN,0.0,28,53.57,0.5,0.86,0.32,0.07,50.0,0.07,50.0,50.0,W,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,4,0,SHK,Rise,0.0,3.0,0.0,0.11,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
leonzhet,sova,276,23,16,3,7,166.1,26,1,1,0,14205,Rise,SHK,9,13,4,6,5,7,ASCENT,0.0,22,40.91,1.05,0.73,0.14,0.05,50.0,0.05,40.0,41.67,L,3,3,0.0,0.0,2.0,1.0,0.0,0.0,0.0,70,1,1,Rise,SHK,0.0,6.0,3.0,0.27,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DmL,phoenix,184,14,18,2,-4,126.3,23,5,2,3,14205,Rise,SHK,9,13,4,6,5,7,ASCENT,0.0,22,40.91,0.64,0.82,0.09,0.23,71.43,0.09,40.0,41.67,L,3,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,49,0,0,Rise,SHK,0.0,3.0,1.0,0.14,0.05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
glym,jett,182,13,19,3,-6,114.0,24,2,3,-1,14205,Rise,SHK,9,13,4,6,5,7,ASCENT,0.0,22,40.91,0.59,0.86,0.14,0.09,40.0,0.14,40.0,41.67,L,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,0,0,Rise,SHK,0.0,2.0,0.0,0.09,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
GuhRVN,astra,144,9,18,7,-9,95.4,22,1,4,-3,14205,Rise,SHK,9,13,4,6,5,7,ASCENT,0.0,22,40.91,0.41,0.82,0.32,0.05,20.0,0.18,40.0,41.67,L,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,38,6,0,Rise,SHK,0.0,2.0,1.0,0.09,0.05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
