Player,ACS,K,D,A,KD_DIFF,ADR,HS%,FK,FD,FK_FD_DIFF,match_id,Team,Opp_Team,Map,Num_maps,Patch
fzkk,265,17,9,10,8,179.0,20,2,1,1,2443,FF,HAVAN,MATCH,1,1.07
krain,210,15,9,6,6,149.0,36,1,0,1,2443,FF,HAVAN,MATCH,1,1.07
v1xen,113,9,9,3,0,79.2,41,1,1,0,2443,FF,HAVAN,MATCH,1,1.07
dragonite,74,6,8,5,-2,43.7,11,0,0,0,2443,FF,HAVAN,MATCH,1,1.07
pMdr1,181,13,15,2,-2,124.8,20,4,3,1,2443,HAVAN,FF,MATCH,1,1.07
shion,155,11,13,6,-2,118.8,41,1,2,-1,2443,HAVAN,FF,MATCH,1,1.07
bNhardneja,148,10,13,3,-3,101.6,12,1,2,-1,2443,HAVAN,FF,MATCH,1,1.07
pleets,143,9,17,3,-8,92.3,3,1,4,-3,2443,HAVAN,FF,MATCH,1,1.07
Myssen,109,7,13,3,-6,65.5,37,0,2,-2,2443,HAVAN,FF,MATCH,1,1.07
Hastad,251,20,19,4,1,160.5,10,2,4,-2,2453,tiob,HAVAN,MATCH,1,1.07
dtt1,214,17,20,5,-3,187.3,25,3,2,1,2453,tiob,HAVAN,MATCH,1,1.07
NandeX,194,15,17,10,-2,101.9,17,2,0,2,2453,tiob,HAVAN,MATCH,1,1.07
Rub1ka,133,12,16,6,-4,86.8,26,2,1,1,2453,tiob,HAVAN,MATCH,1,1.07
Igaum,120,9,18,7,-9,76.1,12,2,5,-3,2453,tiob,HAVAN,MATCH,1,1.07
shion,317,24,13,12,11,172.6,25,2,2,0,2453,HAVAN,tiob,MATCH,1,1.07
bNhardneja,286,25,14,2,11,165.8,15,2,2,0,2453,HAVAN,tiob,MATCH,1,1.07
pMdr1,260,19,16,10,3,159.7,31,5,2,3,2453,HAVAN,tiob,MATCH,1,1.07
Myssen,160,14,15,2,-1,148.0,52,1,1,0,2453,HAVAN,tiob,MATCH,1,1.07
pleets,74,7,16,4,-9,46.1,3,2,4,-2,2453,HAVAN,tiob,MATCH,1,1.07
delevingne,305,42,36,9,6,168.4,18,9,10,-1,2456,FF,HAVAN,MATCH,2,1.07
fzkk,223,29,30,10,-1,145.0,14,7,2,5,2456,FF,HAVAN,MATCH,2,1.07
v1xen,215,34,21,15,13,125.8,25,3,3,0,2456,FF,HAVAN,MATCH,2,1.07
krain,206,35,20,9,15,141.6,16,1,1,0,2456,FF,HAVAN,MATCH,2,1.07
dragonite,157,25,24,10,1,100.9,22,4,2,2,2456,FF,HAVAN,MATCH,2,1.07
bNhardneja,219,31,33,8,-2,134.5,16,7,3,4,2456,HAVAN,FF,MATCH,2,1.07
pMdr1,175,24,35,9,-11,108.0,23,6,9,-3,2456,HAVAN,FF,MATCH,2,1.07
Myssen,170,27,30,3,-3,114.7,44,1,2,-1,2456,HAVAN,FF,MATCH,2,1.07
pleets,162,26,33,7,-7,92.6,11,3,4,-1,2456,HAVAN,FF,MATCH,2,1.07
shion,160,23,34,16,-11,99.8,21,1,6,-5,2456,HAVAN,FF,MATCH,2,1.07
