Player,Agents,ACS,K,D,A,KD_DIFF,ADR,HS%,FK,FD,FK_FD_DIFF,match_id,Team,Opp_Team,rounds_won,rounds_lost,ct_rounds_won,ct_rounds_lost,t_rounds_won,t_rounds_lost,Map,Patch
FLG1,skye,151,19,25,6,-6,91.9,36,1,5,-4,10294,RED,Rise,16,18,6,6,6,6,ICEBOX,
Fatal,omen,128,15,22,6,-7,94.5,25,1,3,-2,10294,RED,Rise,16,18,6,6,6,6,ICEBOX,
glym,jett,338,40,23,5,17,210.9,15,7,3,4,10294,Rise,RED,18,16,6,6,6,6,ICEBOX,
GuhRVN,brimstone,231,29,21,7,8,170.9,22,5,2,3,10294,Rise,RED,18,16,6,6,6,6,ICEBOX,
DmL,reyna,202,25,23,7,2,116.5,29,5,2,3,10294,Rise,RED,18,16,6,6,6,6,ICEBOX,
leonzhet,sova,158,15,22,12,-7,111.1,20,2,2,0,10294,Rise,RED,18,16,6,6,6,6,ICEBOX,
Slag,sage,152,18,27,14,-9,90.0,12,2,4,-2,10294,Rise,RED,18,16,6,6,6,6,ICEBOX,
gustt1nha,omen,233,19,14,3,5,149.1,22,5,4,1,10339,IMP,Rise,9,13,1,11,8,2,HAVEN,
rst,cypher,217,17,15,4,2,127.1,13,0,1,-1,10339,IMP,Rise,9,13,1,11,8,2,HAVEN,
tuyz,raze,202,13,17,5,-4,141.1,28,2,2,0,10339,IMP,Rise,9,13,1,11,8,2,HAVEN,
Biscoit1n,jett,176,14,17,3,-3,116.3,27,3,2,1,10339,IMP,Rise,9,13,1,11,8,2,HAVEN,
Evilkyk,sova,153,10,17,6,-7,95.6,31,0,3,-3,10339,IMP,Rise,9,13,1,11,8,2,HAVEN,
glym,jett,259,20,14,5,6,183.2,7,7,0,7,10339,Rise,IMP,13,9,2,8,11,1,HAVEN,
leonzhet,sova,223,17,15,2,2,141.9,35,3,4,-1,10339,Rise,IMP,13,9,2,8,11,1,HAVEN,
Slag,cypher,213,18,14,2,4,141.2,29,0,1,-1,10339,Rise,IMP,13,9,2,8,11,1,HAVEN,
DmL,reyna,208,15,15,11,0,194.8,22,2,3,-1,10339,Rise,IMP,13,9,2,8,11,1,HAVEN,
GuhRVN,omen,136,10,15,7,-5,131.1,27,0,2,-2,10339,Rise,IMP,13,9,2,8,11,1,HAVEN,
Slag,sage,263,16,15,6,1,159.6,36,4,2,2,10343,Rise,GLB,7,13,3,9,4,4,ICEBOX,
GuhRVN,brimstone,212,14,13,3,1,142.4,40,2,1,1,10343,Rise,GLB,7,13,3,9,4,4,ICEBOX,
glym,jett,173,13,15,2,-2,115.4,24,1,4,-3,10343,Rise,GLB,7,13,3,9,4,4,ICEBOX,
DmL,reyna,126,8,16,7,-8,70.6,20,1,3,-2,10343,Rise,GLB,7,13,3,9,4,4,ICEBOX,
leonzhet,sova,126,6,17,6,-11,82.7,25,0,2,-2,10343,Rise,GLB,7,13,3,9,4,4,ICEBOX,
mwzera,raze,317,24,12,3,12,248.4,23,3,2,1,10343,GLB,Rise,13,7,4,4,9,3,ICEBOX,
Jonn,jett,313,22,14,3,8,197.9,30,7,1,6,10343,GLB,Rise,13,7,4,4,9,3,ICEBOX,
