Player,Agents,ACS,K,D,A,KD_DIFF,ADR,HS%,FK,FD,FK_FD_DIFF,match_id,Team_x,Opp_Team_x,rounds_won,rounds_lost,Map,Patch_x,total_rounds,win_rate,KPR,DPR,APR,FKPR,FDPR,RESULT,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE,Team_y,Opp_Team_y,Patch_y,Team,Pistol_W,Pistol_P,Pistol_WR,Eco_0_5_P,Eco_0_5_W,Eco_0_5_WR,Semi_Eco_5_10_P,Semi_Eco_5_10_W,Semi_Eco_5_10_WR,Semi_Buy_10_20_P,Semi_Buy_10_20_W,Semi_Buy_10_20_WR,Full_Buy_20_P,Full_Buy_20_W,Full_Buy_20_WR,Opp_team,Num_maps,Patch
Sacy,sage,206,18,19,9,-1,135.9,28,4,0,4,8298,VKS,IMP,12,14,ICEBOX,,26,46.15,0.69,0.73,0.35,0.15,0.0,L,3,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,52,3,1,VKS,IMP,,VKS,2,2,100.0,2,2,100.0,4,1,25.0,5,3,60.0,15,6,40.0,IMP,1.0,
frz,sova,137,11,20,10,-9,80.7,27,1,0,1,8298,VKS,IMP,12,14,ICEBOX,,26,46.15,0.42,0.77,0.38,0.04,0.0,L,2,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,29,0,2,VKS,IMP,,VKS,2,2,100.0,2,2,100.0,4,1,25.0,5,3,60.0,15,6,40.0,IMP,1.0,
gustt1nha,sage,313,28,15,7,13,182.1,19,2,2,0,8298,IMP,VKS,14,12,ICEBOX,,26,53.85,1.08,0.58,0.27,0.08,0.08,W,7,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73,7,1,IMP,VKS,,IMP,0,2,0.0,4,0,0.0,1,0,0.0,3,2,67.0,18,12,67.0,VKS,1.0,
rst,omen,258,23,17,4,6,165.8,18,5,2,3,8298,IMP,VKS,14,12,ICEBOX,,26,53.85,0.88,0.65,0.15,0.19,0.08,W,0,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,65,1,0,IMP,VKS,,IMP,0,2,0.0,4,0,0.0,1,0,0.0,3,2,67.0,18,12,67.0,VKS,1.0,
Biscoit1n,killjoy,200,18,17,6,1,130.7,12,0,2,-2,8298,IMP,VKS,14,12,ICEBOX,,26,53.85,0.69,0.65,0.23,0.0,0.08,W,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52,1,0,IMP,VKS,,IMP,0,2,0.0,4,0,0.0,1,0,0.0,3,2,67.0,18,12,67.0,VKS,1.0,
Evilkyk,sova,196,15,23,8,-8,135.9,26,0,3,-3,8298,IMP,VKS,14,12,ICEBOX,,26,53.85,0.58,0.88,0.31,0.0,0.12,W,3,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,42,0,0,IMP,VKS,,IMP,0,2,0.0,4,0,0.0,1,0,0.0,3,2,67.0,18,12,67.0,VKS,1.0,
tuyz,jett,165,15,21,3,-6,123.4,31,4,6,-2,8298,IMP,VKS,14,12,ICEBOX,,26,53.85,0.58,0.81,0.12,0.15,0.23,W,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,1,0,IMP,VKS,,IMP,0,2,0.0,4,0,0.0,1,0,0.0,3,2,67.0,18,12,67.0,VKS,1.0,
frz,reyna,344,19,8,7,11,198.5,33,6,1,5,8298,VKS,IMP,13,3,ASCENT,,16,81.25,1.19,0.5,0.44,0.38,0.06,W,3,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,79,0,0,VKS,IMP,,VKS,2,2,100.0,2,2,100.0,0,0,,3,2,67.0,11,9,82.0,IMP,1.0,
gtnziN,raze,311,20,9,5,11,183.6,13,2,2,0,8298,VKS,IMP,13,3,ASCENT,,16,81.25,1.25,0.56,0.31,0.12,0.12,W,7,1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,62,0,0,VKS,IMP,,VKS,2,2,100.0,2,2,100.0,0,0,,3,2,67.0,11,9,82.0,IMP,1.0,
sutecas,omen,285,17,7,3,10,167.8,21,3,1,2,8298,VKS,IMP,13,3,ASCENT,,16,81.25,1.06,0.44,0.19,0.19,0.06,W,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92,2,1,VKS,IMP,,VKS,2,2,100.0,2,2,100.0,0,0,,3,2,67.0,11,9,82.0,IMP,1.0,
Sacy,sova,159,10,8,6,2,121.4,23,0,0,0,8298,VKS,IMP,13,3,ASCENT,,16,81.25,0.62,0.5,0.38,0.0,0.0,W,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58,2,1,VKS,IMP,,VKS,2,2,100.0,2,2,100.0,0,0,,3,2,67.0,11,9,82.0,IMP,1.0,
saadhak,killjoy,111,6,7,2,-1,83.8,15,0,1,-1,8298,VKS,IMP,13,3,ASCENT,,16,81.25,0.38,0.44,0.12,0.0,0.06,W,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,5,0,VKS,IMP,,VKS,2,2,100.0,2,2,100.0,0,0,,3,2,67.0,11,9,82.0,IMP,1.0,
gustt1nha,raze,199,10,15,3,-5,130.7,13,2,2,0,8298,IMP,VKS,3,13,ASCENT,,16,18.75,0.62,0.94,0.19,0.12,0.12,L,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53,0,1,IMP,VKS,,IMP,0,2,0.0,5,0,0.0,1,0,0.0,4,1,25.0,6,2,33.0,VKS,1.0,
Biscoit1n,killjoy,199,11,13,0,-2,122.7,17,1,2,-1,8298,IMP,VKS,3,13,ASCENT,,16,18.75,0.69,0.81,0.0,0.06,0.12,L,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,0,0,IMP,VKS,,IMP,0,2,0.0,5,0,0.0,1,0,0.0,4,1,25.0,6,2,33.0,VKS,1.0,
Evilkyk,sova,157,8,15,3,-7,91.6,17,0,1,-1,8298,IMP,VKS,3,13,ASCENT,,16,18.75,0.5,0.94,0.19,0.0,0.06,L,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,0,0,IMP,VKS,,IMP,0,2,0.0,5,0,0.0,1,0,0.0,4,1,25.0,6,2,33.0,VKS,1.0,
tuyz,jett,127,5,15,3,-10,86.4,25,1,4,-3,8298,IMP,VKS,3,13,ASCENT,,16,18.75,0.31,0.94,0.19,0.06,0.25,L,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,0,0,IMP,VKS,,IMP,0,2,0.0,5,0,0.0,1,0,0.0,4,1,25.0,6,2,33.0,VKS,1.0,
rst,omen,99,5,14,1,-9,59.7,21,1,2,-1,8298,IMP,VKS,3,13,ASCENT,,16,18.75,0.31,0.88,0.06,0.06,0.12,L,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,2,0,IMP,VKS,,IMP,0,2,0.0,5,0,0.0,1,0,0.0,4,1,25.0,6,2,33.0,VKS,1.0,
Evilkyk,sova,269,24,15,10,9,201.7,31,5,2,3,8297,IMP,BD,14,12,BIND,,26,53.85,0.92,0.58,0.38,0.19,0.08,W,6,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,85,1,0,IMP,BD,,IMP,0,2,0.0,4,0,0.0,1,0,0.0,1,1,100.0,20,13,65.0,BD,1.0,
tuyz,jett,236,22,19,2,3,141.6,31,4,3,1,8297,IMP,BD,14,12,BIND,,26,53.85,0.85,0.73,0.08,0.15,0.12,W,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51,0,0,IMP,BD,,IMP,0,2,0.0,4,0,0.0,1,0,0.0,1,1,100.0,20,13,65.0,BD,1.0,
gustt1nha,raze,226,19,18,6,1,142.6,19,2,4,-2,8297,IMP,BD,14,12,BIND,,26,53.85,0.73,0.69,0.23,0.08,0.15,W,4,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,49,0,1,IMP,BD,,IMP,0,2,0.0,4,0,0.0,1,0,0.0,1,1,100.0,20,13,65.0,BD,1.0,
Biscoit1n,omen,154,14,14,8,0,111.1,38,1,3,-2,8297,IMP,BD,14,12,BIND,,26,53.85,0.54,0.54,0.31,0.04,0.12,W,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53,7,1,IMP,BD,,IMP,0,2,0.0,4,0,0.0,1,0,0.0,1,1,100.0,20,13,65.0,BD,1.0,
rst,cypher,130,11,16,8,-5,87.8,16,0,2,-2,8297,IMP,BD,14,12,BIND,,26,53.85,0.42,0.62,0.31,0.0,0.08,W,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,1,0,IMP,BD,,IMP,0,2,0.0,4,0,0.0,1,0,0.0,1,1,100.0,20,13,65.0,BD,1.0,
pollo,jett,249,24,17,2,7,159.9,31,5,1,4,8297,BD,IMP,12,14,BIND,,26,46.15,0.92,0.65,0.08,0.19,0.04,L,7,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,66,0,1,BD,IMP,,BD,2,2,100.0,2,2,100.0,2,0,0.0,7,5,71.0,15,5,33.0,IMP,1.0,
bezn1,sova,212,17,19,13,-2,150.4,24,1,1,0,8297,BD,IMP,12,14,BIND,,26,46.15,0.65,0.73,0.5,0.04,0.04,L,4,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,54,2,0,BD,IMP,,BD,2,2,100.0,2,2,100.0,2,0,0.0,7,5,71.0,15,5,33.0,IMP,1.0,
LEozin,raze,195,16,18,10,-2,130.7,15,4,4,0,8297,BD,IMP,12,14,BIND,,26,46.15,0.62,0.69,0.38,0.15,0.15,L,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,1,1,BD,IMP,,BD,2,2,100.0,2,2,100.0,2,0,0.0,7,5,71.0,15,5,33.0,IMP,1.0,
rood,omen,153,13,18,3,-5,108.3,14,3,2,1,8297,BD,IMP,12,14,BIND,,26,46.15,0.5,0.69,0.12,0.12,0.08,L,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,2,0,BD,IMP,,BD,2,2,100.0,2,2,100.0,2,0,0.0,7,5,71.0,15,5,33.0,IMP,1.0,
wilfps,cypher,122,12,18,10,-6,84.8,21,1,4,-3,8297,BD,IMP,12,14,BIND,,26,46.15,0.46,0.69,0.38,0.04,0.15,L,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,3,0,BD,IMP,,BD,2,2,100.0,2,2,100.0,2,0,0.0,7,5,71.0,15,5,33.0,IMP,1.0,
Biscoit1n,killjoy,267,20,15,4,5,152.9,25,2,3,-1,8297,IMP,BD,13,8,ASCENT,,21,61.9,0.95,0.71,0.19,0.1,0.14,W,3,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,53,0,2,IMP,BD,,IMP,1,2,50.0,3,1,33.0,1,0,0.0,3,2,67.0,14,10,71.0,BD,1.0,
tuyz,jett,248,20,14,1,6,198.1,31,3,4,-1,8297,IMP,BD,13,8,ASCENT,,21,61.9,0.95,0.67,0.05,0.14,0.19,W,4,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,70,1,0,IMP,BD,,IMP,1,2,50.0,3,1,33.0,1,0,0.0,3,2,67.0,14,10,71.0,BD,1.0,
Evilkyk,sova,222,17,15,9,2,161.6,28,1,1,0,8297,IMP,BD,13,8,ASCENT,,21,61.9,0.81,0.71,0.43,0.05,0.05,W,4,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,69,1,1,IMP,BD,,IMP,1,2,50.0,3,1,33.0,1,0,0.0,3,2,67.0,14,10,71.0,BD,1.0,
rst,omen,215,17,13,4,4,119.9,19,0,2,-2,8297,IMP,BD,13,8,ASCENT,,21,61.9,0.81,0.62,0.19,0.0,0.1,W,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,49,4,1,IMP,BD,,IMP,1,2,50.0,3,1,33.0,1,0,0.0,3,2,67.0,14,10,71.0,BD,1.0,
gustt1nha,raze,205,15,18,7,-3,131.5,12,2,3,-1,8297,IMP,BD,13,8,ASCENT,,21,61.9,0.71,0.86,0.33,0.1,0.14,W,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46,0,2,IMP,BD,,IMP,1,2,50.0,3,1,33.0,1,0,0.0,3,2,67.0,14,10,71.0,BD,1.0,
bezn1,sova,232,16,18,9,-2,150.0,23,0,0,0,8297,BD,IMP,8,13,ASCENT,,21,38.1,0.76,0.86,0.43,0.0,0.0,L,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51,5,0,BD,IMP,,BD,1,2,50.0,2,1,50.0,3,0,0.0,5,2,40.0,11,5,45.0,IMP,1.0,
LEozin,raze,232,16,21,5,-5,146.3,17,4,2,2,8297,BD,IMP,8,13,ASCENT,,21,38.1,0.76,1.0,0.24,0.19,0.1,L,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48,0,0,BD,IMP,,BD,1,2,50.0,2,1,50.0,3,0,0.0,5,2,40.0,11,5,45.0,IMP,1.0,
rood,omen,213,16,15,7,1,148.9,13,1,1,0,8297,BD,IMP,8,13,ASCENT,,21,38.1,0.76,0.71,0.33,0.05,0.05,L,4,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,60,5,0,BD,IMP,,BD,1,2,50.0,2,1,50.0,3,0,0.0,5,2,40.0,11,5,45.0,IMP,1.0,
pollo,jett,196,15,18,3,-3,128.9,23,8,3,5,8297,BD,IMP,8,13,ASCENT,,21,38.1,0.71,0.86,0.14,0.38,0.14,L,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48,0,1,BD,IMP,,BD,1,2,50.0,2,1,50.0,3,0,0.0,5,2,40.0,11,5,45.0,IMP,1.0,
wilfps,cypher,178,12,17,10,-5,101.2,13,0,2,-2,8297,BD,IMP,8,13,ASCENT,,21,38.1,0.57,0.81,0.48,0.0,0.1,L,3,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,40,1,0,BD,IMP,,BD,1,2,50.0,2,1,50.0,3,0,0.0,5,2,40.0,11,5,45.0,IMP,1.0,
gustt1nha,raze,285,16,6,8,10,173.2,19,3,1,2,8294,IMP,C,13,2,BIND,,15,86.67,1.07,0.4,0.53,0.2,0.07,W,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72,0,1,IMP,C,,IMP,2,2,100.0,2,2,100.0,0,0,,5,5,100.0,8,6,75.0,ME CONTRATA,1.0,
Evilkyk,sova,266,17,6,4,11,134.1,30,2,1,1,8294,IMP,C,13,2,BIND,,15,86.67,1.13,0.4,0.27,0.13,0.07,W,4,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,77,1,1,IMP,C,,IMP,2,2,100.0,2,2,100.0,0,0,,5,5,100.0,8,6,75.0,ME CONTRATA,1.0,
tuyz,jett,240,12,8,7,4,139.3,38,5,3,2,8294,IMP,C,13,2,BIND,,15,86.67,0.8,0.53,0.47,0.33,0.2,W,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59,1,0,IMP,C,,IMP,2,2,100.0,2,2,100.0,0,0,,5,5,100.0,8,6,75.0,ME CONTRATA,1.0,
rst,cypher,192,10,6,6,4,123.3,11,0,0,0,8294,IMP,C,13,2,BIND,,15,86.67,0.67,0.4,0.4,0.0,0.0,W,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51,0,0,IMP,C,,IMP,2,2,100.0,2,2,100.0,0,0,,5,5,100.0,8,6,75.0,ME CONTRATA,1.0,
Biscoit1n,omen,182,11,7,6,4,110.2,46,0,0,0,8294,IMP,C,13,2,BIND,,15,86.67,0.73,0.47,0.4,0.0,0.0,W,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,9,0,IMP,C,,IMP,2,2,100.0,2,2,100.0,0,0,,5,5,100.0,8,6,75.0,ME CONTRATA,1.0,
Evilkyk,reyna,334,24,13,2,11,177.4,29,4,4,0,8294,IMP,C,13,6,HAVEN,,19,68.42,1.26,0.68,0.11,0.21,0.21,W,5,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,70,0,0,IMP,C,,IMP,1,2,50.0,3,1,33.0,1,0,0.0,4,4,100.0,11,8,73.0,ME CONTRATA,1.0,
gustt1nha,sova,221,15,8,11,7,157.8,19,0,1,-1,8294,IMP,C,13,6,HAVEN,,19,68.42,0.79,0.42,0.58,0.0,0.05,W,4,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,81,0,0,IMP,C,,IMP,1,2,50.0,3,1,33.0,1,0,0.0,4,4,100.0,11,8,73.0,ME CONTRATA,1.0,
tuyz,jett,217,16,12,4,4,134.9,19,3,2,1,8294,IMP,C,13,6,HAVEN,,19,68.42,0.84,0.63,0.21,0.16,0.11,W,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59,1,0,IMP,C,,IMP,1,2,50.0,3,1,33.0,1,0,0.0,4,4,100.0,11,8,73.0,ME CONTRATA,1.0,
rst,cypher,215,13,12,7,1,138.4,23,0,0,0,8294,IMP,C,13,6,HAVEN,,19,68.42,0.68,0.63,0.37,0.0,0.0,W,4,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,59,1,0,IMP,C,,IMP,1,2,50.0,3,1,33.0,1,0,0.0,4,4,100.0,11,8,73.0,ME CONTRATA,1.0,
Biscoit1n,omen,180,13,16,5,-3,92.6,28,1,4,-3,8294,IMP,C,13,6,HAVEN,,19,68.42,0.68,0.84,0.26,0.05,0.21,W,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,3,0,IMP,C,,IMP,1,2,50.0,3,1,33.0,1,0,0.0,4,4,100.0,11,8,73.0,ME CONTRATA,1.0,
gustt1nha,raze,305,22,9,2,13,176.3,22,1,4,-3,8246,IMP,CONC,13,5,ASCENT,1.14,18,72.22,1.22,0.5,0.11,0.06,0.22,W,3,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,73,1,0,IMP,CONC,1.14,IMP,2,2,100.0,2,2,100.0,0,0,,7,6,86.0,9,5,56.0,CONCENTRA SOVA,1.0,1.14
tuyz,jett,270,17,13,4,4,131.3,23,5,4,1,8246,IMP,CONC,13,5,ASCENT,1.14,18,72.22,0.94,0.72,0.22,0.28,0.22,W,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,0,0,IMP,CONC,1.14,IMP,2,2,100.0,2,2,100.0,0,0,,7,6,86.0,9,5,56.0,CONCENTRA SOVA,1.0,1.14
Evilkyk,sova,249,15,10,8,5,156.2,26,2,0,2,8246,IMP,CONC,13,5,ASCENT,1.14,18,72.22,0.83,0.56,0.44,0.11,0.0,W,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57,0,1,IMP,CONC,1.14,IMP,2,2,100.0,2,2,100.0,0,0,,7,6,86.0,9,5,56.0,CONCENTRA SOVA,1.0,1.14
Biscoit1n,omen,191,12,9,7,3,126.3,24,1,0,1,8246,IMP,CONC,13,5,ASCENT,1.14,18,72.22,0.67,0.5,0.39,0.06,0.0,W,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,3,0,IMP,CONC,1.14,IMP,2,2,100.0,2,2,100.0,0,0,,7,6,86.0,9,5,56.0,CONCENTRA SOVA,1.0,1.14
rst,cypher,142,11,7,4,4,82.1,18,1,0,1,8246,IMP,CONC,13,5,ASCENT,1.14,18,72.22,0.61,0.39,0.22,0.06,0.0,W,2,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,35,4,1,IMP,CONC,1.14,IMP,2,2,100.0,2,2,100.0,0,0,,7,6,86.0,9,5,56.0,CONCENTRA SOVA,1.0,1.14
tuyz,jett,362,26,12,5,14,211.7,19,9,0,9,8246,IMP,CONC,13,8,BIND,1.14,21,61.9,1.24,0.57,0.24,0.43,0.0,W,6,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,108,0,1,IMP,CONC,1.14,IMP,0,2,0.0,4,1,25.0,1,0,0.0,2,1,50.0,14,11,79.0,CONCENTRA SOVA,1.0,1.14
Evilkyk,sova,248,18,12,8,6,159.6,24,3,2,1,8246,IMP,CONC,13,8,BIND,1.14,21,61.9,0.86,0.57,0.38,0.14,0.1,W,2,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,77,2,3,IMP,CONC,1.14,IMP,0,2,0.0,4,1,25.0,1,0,0.0,2,1,50.0,14,11,79.0,CONCENTRA SOVA,1.0,1.14
gustt1nha,raze,195,14,14,5,0,122.2,19,3,2,1,8246,IMP,CONC,13,8,BIND,1.14,21,61.9,0.67,0.67,0.24,0.14,0.1,W,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,0,0,IMP,CONC,1.14,IMP,0,2,0.0,4,1,25.0,1,0,0.0,2,1,50.0,14,11,79.0,CONCENTRA SOVA,1.0,1.14
rst,cypher,163,13,10,9,3,165.5,22,0,1,-1,8246,IMP,CONC,13,8,BIND,1.14,21,61.9,0.62,0.48,0.43,0.0,0.05,W,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78,1,0,IMP,CONC,1.14,IMP,0,2,0.0,4,1,25.0,1,0,0.0,2,1,50.0,14,11,79.0,CONCENTRA SOVA,1.0,1.14
Biscoit1n,omen,135,12,12,6,0,91.2,27,1,0,1,8246,IMP,CONC,13,8,BIND,1.14,21,61.9,0.57,0.57,0.29,0.05,0.0,W,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46,5,0,IMP,CONC,1.14,IMP,0,2,0.0,4,1,25.0,1,0,0.0,2,1,50.0,14,11,79.0,CONCENTRA SOVA,1.0,1.14
Evilkyk,sova,319,25,12,5,13,199.2,36,6,3,3,8236,IMP,Bimb,13,9,ASCENT,1.14,22,59.09,1.14,0.55,0.23,0.27,0.14,W,4,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,91,0,0,IMP,Bimb,1.14,IMP,1,2,50.0,3,1,33.0,1,1,100.0,5,3,60.0,13,8,62.0,Bimbonkers,1.0,1.14
gustt1nha,raze,249,15,16,9,-1,170.7,26,1,2,-1,8236,IMP,Bimb,13,9,ASCENT,1.14,22,59.09,0.68,0.73,0.41,0.05,0.09,W,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68,0,1,IMP,Bimb,1.14,IMP,1,2,50.0,3,1,33.0,1,1,100.0,5,3,60.0,13,8,62.0,Bimbonkers,1.0,1.14
tuyz,jett,237,19,11,3,8,143.5,30,3,1,2,8236,IMP,Bimb,13,9,ASCENT,1.14,22,59.09,0.86,0.5,0.14,0.14,0.05,W,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80,0,0,IMP,Bimb,1.14,IMP,1,2,50.0,3,1,33.0,1,1,100.0,5,3,60.0,13,8,62.0,Bimbonkers,1.0,1.14
Biscoit1n,omen,193,17,13,6,4,119.0,24,4,1,3,8236,IMP,Bimb,13,9,ASCENT,1.14,22,59.09,0.77,0.59,0.27,0.18,0.05,W,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52,2,0,IMP,Bimb,1.14,IMP,1,2,50.0,3,1,33.0,1,1,100.0,5,3,60.0,13,8,62.0,Bimbonkers,1.0,1.14
rst,cypher,73,6,11,3,-5,82.5,8,0,1,-1,8236,IMP,Bimb,13,9,ASCENT,1.14,22,59.09,0.27,0.5,0.14,0.0,0.05,W,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,32,6,0,IMP,Bimb,1.14,IMP,1,2,50.0,3,1,33.0,1,1,100.0,5,3,60.0,13,8,62.0,Bimbonkers,1.0,1.14
dio9x,cypher,278,34,17,4,17,177.9,21,4,3,1,8230,Inga,Real,16,14,ASCENT,1.14,30,53.33,1.13,0.57,0.13,0.13,0.1,W,6,3,0.0,0.0,0.0,1.0,1.0,0.0,0.0,63,1,2,Inga,Real,1.14,Inga,1,2,50.0,3,1,33.0,3,0,0.0,5,3,60.0,19,12,63.0,Real Esports,1.0,1.14
ceegu1N,omen,252,26,24,10,2,207.0,21,1,2,-1,8230,Inga,Real,16,14,ASCENT,1.14,30,53.33,0.87,0.8,0.33,0.03,0.07,W,5,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,70,2,1,Inga,Real,1.14,Inga,1,2,50.0,3,1,33.0,3,0,0.0,5,3,60.0,19,12,63.0,Real Esports,1.0,1.14
Pernalonga,raze,240,23,26,13,-3,148.3,9,8,5,3,8230,Inga,Real,16,14,ASCENT,1.14,30,53.33,0.77,0.87,0.43,0.27,0.17,W,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48,2,1,Inga,Real,1.14,Inga,1,2,50.0,3,1,33.0,3,0,0.0,5,3,60.0,19,12,63.0,Real Esports,1.0,1.14
ducK,sova,203,18,20,20,-2,142.7,11,2,1,1,8230,Inga,Real,16,14,ASCENT,1.14,30,53.33,0.6,0.67,0.67,0.07,0.03,W,3,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,51,7,0,Inga,Real,1.14,Inga,1,2,50.0,3,1,33.0,3,0,0.0,5,3,60.0,19,12,63.0,Real Esports,1.0,1.14
jacobin,breach,193,19,23,16,-4,120.4,24,3,1,2,8230,Inga,Real,16,14,ASCENT,1.14,30,53.33,0.63,0.77,0.53,0.1,0.03,W,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,0,1,Inga,Real,1.14,Inga,1,2,50.0,3,1,33.0,3,0,0.0,5,3,60.0,19,12,63.0,Real Esports,1.0,1.14
ceegu1N,omen,225,12,13,4,-1,126.1,13,1,1,0,8243,Inga,P,2,13,SPLIT,1.14,15,13.33,0.8,0.87,0.27,0.07,0.07,L,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,52,2,0,Inga,P,1.14,Inga,0,2,0.0,3,0,0.0,1,0,0.0,6,1,17.0,5,1,20.0,AU POINT,1.0,1.14
dio9x,cypher,218,10,13,3,-3,148.8,36,0,1,-1,8243,Inga,P,2,13,SPLIT,1.14,15,13.33,0.67,0.87,0.2,0.0,0.07,L,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67,1,0,Inga,P,1.14,Inga,0,2,0.0,3,0,0.0,1,0,0.0,6,1,17.0,5,1,20.0,AU POINT,1.0,1.14
jacobin,breach,158,7,14,9,-7,97.5,24,0,0,0,8243,Inga,P,2,13,SPLIT,1.14,15,13.33,0.47,0.93,0.6,0.0,0.0,L,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,2,0,Inga,P,1.14,Inga,0,2,0.0,3,0,0.0,1,0,0.0,6,1,17.0,5,1,20.0,AU POINT,1.0,1.14
Pernalonga,raze,156,7,15,2,-8,92.9,11,1,4,-3,8243,Inga,P,2,13,SPLIT,1.14,15,13.33,0.47,1.0,0.13,0.07,0.27,L,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,0,0,Inga,P,1.14,Inga,0,2,0.0,3,0,0.0,1,0,0.0,6,1,17.0,5,1,20.0,AU POINT,1.0,1.14
ducK,jett,124,6,14,2,-8,67.7,14,2,5,-3,8243,Inga,P,2,13,SPLIT,1.14,15,13.33,0.4,0.93,0.13,0.13,0.33,L,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,0,0,Inga,P,1.14,Inga,0,2,0.0,3,0,0.0,1,0,0.0,6,1,17.0,5,1,20.0,AU POINT,1.0,1.14
jacobin,breach,220,20,15,9,5,119.7,25,4,0,4,8243,Inga,P,13,10,ASCENT,1.14,23,56.52,0.87,0.65,0.39,0.17,0.0,W,6,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,48,2,2,Inga,P,1.14,Inga,2,2,100.0,2,2,100.0,2,1,50.0,7,3,43.0,12,7,58.0,AU POINT,1.0,1.14
