Player,Agents,ACS,K,D,A,KD_DIFF,ADR,HS%,FK,FD,FK_FD_DIFF,match_id,Team_x,Opp_Team_x,rounds_won,rounds_lost,Map,Patch_x,total_rounds,win_rate,KPR,DPR,APR,FKPR,FDPR,RESULT,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE,Team_y,Opp_Team_y,Patch_y,Team,Pistol_W,Pistol_P,Pistol_WR,Eco_0_5_P,Eco_0_5_W,Eco_0_5_WR,Semi_Eco_5_10_P,Semi_Eco_5_10_W,Semi_Eco_5_10_WR,Semi_Buy_10_20_P,Semi_Buy_10_20_W,Semi_Buy_10_20_WR,Full_Buy_20_P,Full_Buy_20_W,Full_Buy_20_WR,Opp_team,Num_maps,Patch
Txozin,omen,156,12,14,10,-2,116.6,21,0,1,-1,3143,paiN,FAKE,13,8,SPLIT,1.08,21,61.9,0.57,0.67,0.48,0.0,0.05,W,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48,1,0,paiN,FAKE,1.08,paiN,1,2,50.0,3,1,33.0,1,0,0.0,1,1,100.0,16,11,69.0,FAKEZIN,1.0,1.08
matheuzin,cypher,131,9,14,8,-5,93.0,6,3,2,1,3143,paiN,FAKE,13,8,SPLIT,1.08,21,61.9,0.43,0.67,0.38,0.14,0.1,W,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,2,0,paiN,FAKE,1.08,paiN,1,2,50.0,3,1,33.0,1,0,0.0,1,1,100.0,16,11,69.0,FAKEZIN,1.0,1.08
Txozin,omen,267,20,15,6,5,158.5,22,3,2,1,2978,paiN,FKL,13,8,SPLIT,1.08,21,61.9,0.95,0.71,0.29,0.14,0.1,W,3,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,67,1,0,paiN,FKL,1.08,paiN,1,2,50.0,3,2,67.0,1,0,0.0,3,2,67.0,14,9,64.0,FKL,1.0,1.08
matheuzin,cypher,218,17,11,10,6,148.7,35,4,1,3,2978,paiN,FKL,13,8,SPLIT,1.08,21,61.9,0.81,0.52,0.48,0.19,0.05,W,0,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,69,2,1,paiN,FKL,1.08,paiN,1,2,50.0,3,2,67.0,1,0,0.0,3,2,67.0,14,9,64.0,FKL,1.0,1.08
kon4n,raze,181,13,13,5,0,142.0,18,1,0,1,2978,paiN,FKL,13,8,SPLIT,1.08,21,61.9,0.62,0.62,0.24,0.05,0.0,W,2,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,58,0,0,paiN,FKL,1.08,paiN,1,2,50.0,3,2,67.0,1,0,0.0,3,2,67.0,14,9,64.0,FKL,1.0,1.08
ole,killjoy,170,13,12,3,1,100.5,13,1,1,0,2978,paiN,FKL,13,8,SPLIT,1.08,21,61.9,0.62,0.57,0.14,0.05,0.05,W,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,2,0,paiN,FKL,1.08,paiN,1,2,50.0,3,2,67.0,1,0,0.0,3,2,67.0,14,9,64.0,FKL,1.0,1.08
murizzz,jett,167,13,14,1,-1,92.5,33,3,5,-2,2978,paiN,FKL,13,8,SPLIT,1.08,21,61.9,0.62,0.67,0.05,0.14,0.24,W,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,0,1,paiN,FKL,1.08,paiN,1,2,50.0,3,2,67.0,1,0,0.0,3,2,67.0,14,9,64.0,FKL,1.0,1.08
murizzz,sova,368,29,9,7,20,223.0,29,5,0,5,2978,paiN,FKL,13,6,BIND,1.08,19,68.42,1.53,0.47,0.37,0.26,0.0,W,7,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,79,0,2,paiN,FKL,1.08,paiN,2,2,100.0,2,2,100.0,0,0,,3,2,67.0,14,9,64.0,FKL,1.0,1.08
Txozin,brimstone,283,20,10,8,10,176.7,26,4,0,4,2978,paiN,FKL,13,6,BIND,1.08,19,68.42,1.05,0.53,0.42,0.21,0.0,W,1,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,71,1,0,paiN,FKL,1.08,paiN,2,2,100.0,2,2,100.0,0,0,,3,2,67.0,14,9,64.0,FKL,1.0,1.08
ole,sage,188,13,12,10,1,106.5,7,1,2,-1,2978,paiN,FKL,13,6,BIND,1.08,19,68.42,0.68,0.63,0.53,0.05,0.11,W,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,3,0,paiN,FKL,1.08,paiN,2,2,100.0,2,2,100.0,0,0,,3,2,67.0,14,9,64.0,FKL,1.0,1.08
kon4n,phoenix,181,12,11,5,1,121.8,30,1,3,-2,2978,paiN,FKL,13,6,BIND,1.08,19,68.42,0.63,0.58,0.26,0.05,0.16,W,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,51,0,1,paiN,FKL,1.08,paiN,2,2,100.0,2,2,100.0,0,0,,3,2,67.0,14,9,64.0,FKL,1.0,1.08
matheuzin,cypher,162,11,16,6,-5,84.8,14,2,1,1,2978,paiN,FKL,13,6,BIND,1.08,19,68.42,0.58,0.84,0.32,0.11,0.05,W,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,1,0,paiN,FKL,1.08,paiN,2,2,100.0,2,2,100.0,0,0,,3,2,67.0,14,9,64.0,FKL,1.0,1.08
murizzz,raze,288,22,15,5,7,179.4,20,4,3,1,5283,paiN,BD,13,10,SPLIT,1.12,23,56.52,0.96,0.65,0.22,0.17,0.13,W,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63,0,1,paiN,BD,1.12,paiN,0,2,0.0,4,1,25.0,0,0,,0,0,,19,12,63.0,BD,1.0,1.12
Veroneze,reyna,266,22,14,4,8,166.7,22,1,0,1,5283,paiN,BD,13,10,SPLIT,1.12,23,56.52,0.96,0.61,0.17,0.04,0.0,W,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67,1,1,paiN,BD,1.12,paiN,0,2,0.0,4,1,25.0,0,0,,0,0,,19,12,63.0,BD,1.0,1.12
Txozin,omen,177,15,15,2,0,97.1,31,4,3,1,5283,paiN,BD,13,10,SPLIT,1.12,23,56.52,0.65,0.65,0.09,0.17,0.13,W,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,0,0,paiN,BD,1.12,paiN,0,2,0.0,4,1,25.0,0,0,,0,0,,19,12,63.0,BD,1.0,1.12
kon4n,breach,169,15,13,6,2,97.7,25,0,3,-3,5283,paiN,BD,13,10,SPLIT,1.12,23,56.52,0.65,0.57,0.26,0.0,0.13,W,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,3,0,paiN,BD,1.12,paiN,0,2,0.0,4,1,25.0,0,0,,0,0,,19,12,63.0,BD,1.0,1.12
matheuzin,cypher,159,12,13,2,-1,107.0,26,3,2,1,5283,paiN,BD,13,10,SPLIT,1.12,23,56.52,0.52,0.57,0.09,0.13,0.09,W,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48,4,0,paiN,BD,1.12,paiN,0,2,0.0,4,1,25.0,0,0,,0,0,,19,12,63.0,BD,1.0,1.12
wilfps,cypher,247,19,18,5,1,156.7,30,4,5,-1,5283,BD,paiN,10,13,SPLIT,1.12,23,43.48,0.83,0.78,0.22,0.17,0.22,L,2,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,57,0,1,BD,paiN,1.12,BD,2,2,100.0,3,2,67.0,2,1,50.0,6,3,50.0,12,4,33.0,paiN,1.0,1.12
bezn1,jett,201,16,19,3,-3,115.0,21,4,1,3,5283,BD,paiN,10,13,SPLIT,1.12,23,43.48,0.7,0.83,0.13,0.17,0.04,L,2,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,52,3,0,BD,paiN,1.12,BD,2,2,100.0,3,2,67.0,2,1,50.0,6,3,50.0,12,4,33.0,paiN,1.0,1.12
rhz,breach,165,14,17,10,-3,98.7,23,0,1,-1,5283,BD,paiN,10,13,SPLIT,1.12,23,43.48,0.61,0.74,0.43,0.0,0.04,L,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,3,0,BD,paiN,1.12,BD,2,2,100.0,3,2,67.0,2,1,50.0,6,3,50.0,12,4,33.0,paiN,1.0,1.12
LEozin,raze,147,10,18,6,-8,97.6,10,2,2,0,5283,BD,paiN,10,13,SPLIT,1.12,23,43.48,0.43,0.78,0.26,0.09,0.09,L,2,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,38,0,2,BD,paiN,1.12,BD,2,2,100.0,3,2,67.0,2,1,50.0,6,3,50.0,12,4,33.0,paiN,1.0,1.12
rood,omen,146,11,14,6,-3,131.2,13,1,3,-2,5283,BD,paiN,10,13,SPLIT,1.12,23,43.48,0.48,0.61,0.26,0.04,0.13,L,1,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,60,0,0,BD,paiN,1.12,BD,2,2,100.0,3,2,67.0,2,1,50.0,6,3,50.0,12,4,33.0,paiN,1.0,1.12
Veroneze,jett,388,28,10,3,18,205.7,30,9,0,9,5283,paiN,BD,13,7,ASCENT,1.12,20,65.0,1.4,0.5,0.15,0.45,0.0,W,7,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93,0,1,paiN,BD,1.12,paiN,1,2,50.0,3,1,33.0,1,0,0.0,1,1,100.0,15,11,73.0,BD,1.0,1.12
Txozin,omen,234,18,12,3,6,146.0,40,2,0,2,5283,paiN,BD,13,7,ASCENT,1.12,20,65.0,0.9,0.6,0.15,0.1,0.0,W,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66,2,0,paiN,BD,1.12,paiN,1,2,50.0,3,1,33.0,1,0,0.0,1,1,100.0,15,11,73.0,BD,1.0,1.12
murizzz,sova,221,15,14,8,1,155.0,38,4,3,1,5283,paiN,BD,13,7,ASCENT,1.12,20,65.0,0.75,0.7,0.4,0.2,0.15,W,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70,1,1,paiN,BD,1.12,paiN,1,2,50.0,3,1,33.0,1,0,0.0,1,1,100.0,15,11,73.0,BD,1.0,1.12
matheuzin,cypher,135,10,9,2,1,93.0,21,1,1,0,5283,paiN,BD,13,7,ASCENT,1.12,20,65.0,0.5,0.45,0.1,0.05,0.05,W,2,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,44,4,1,paiN,BD,1.12,paiN,1,2,50.0,3,1,33.0,1,0,0.0,1,1,100.0,15,11,73.0,BD,1.0,1.12
kon4n,sage,123,9,12,8,-3,67.2,35,0,0,0,5283,paiN,BD,13,7,ASCENT,1.12,20,65.0,0.45,0.6,0.4,0.0,0.0,W,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,0,0,paiN,BD,1.12,paiN,1,2,50.0,3,1,33.0,1,0,0.0,1,1,100.0,15,11,73.0,BD,1.0,1.12
rood,omen,266,17,15,6,2,171.3,25,2,3,-1,5283,BD,paiN,7,13,ASCENT,1.12,20,35.0,0.85,0.75,0.3,0.1,0.15,L,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68,1,0,BD,paiN,1.12,BD,1,2,50.0,3,1,33.0,2,0,0.0,4,2,50.0,11,4,36.0,paiN,1.0,1.12
bezn1,jett,199,12,17,3,-5,106.8,14,1,3,-2,5283,BD,paiN,7,13,ASCENT,1.12,20,35.0,0.6,0.85,0.15,0.05,0.15,L,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,2,0,BD,paiN,1.12,BD,1,2,50.0,3,1,33.0,2,0,0.0,4,2,50.0,11,4,36.0,paiN,1.0,1.12
rhz,sova,160,11,16,2,-5,106.3,37,0,0,0,5283,BD,paiN,7,13,ASCENT,1.12,20,35.0,0.55,0.8,0.1,0.0,0.0,L,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48,1,1,BD,paiN,1.12,BD,1,2,50.0,3,1,33.0,2,0,0.0,4,2,50.0,11,4,36.0,paiN,1.0,1.12
LEozin,raze,145,11,15,4,-4,102.7,23,1,5,-4,5283,BD,paiN,7,13,ASCENT,1.12,20,35.0,0.55,0.75,0.2,0.05,0.25,L,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,1,2,BD,paiN,1.12,BD,1,2,50.0,3,1,33.0,2,0,0.0,4,2,50.0,11,4,36.0,paiN,1.0,1.12
wilfps,cypher,109,6,17,2,-11,66.3,29,0,5,-5,5283,BD,paiN,7,13,ASCENT,1.12,20,35.0,0.3,0.85,0.1,0.0,0.25,L,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,0,BD,paiN,1.12,BD,1,2,50.0,3,1,33.0,2,0,0.0,4,2,50.0,11,4,36.0,paiN,1.0,1.12
kon4n,phoenix,248,17,13,9,4,157.5,23,3,1,2,5273,paiN,dogz,13,8,HAVEN,1.12,21,61.9,0.81,0.62,0.43,0.14,0.05,W,3,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,67,1,1,paiN,dogz,1.12,paiN,2,2,100.0,2,2,100.0,0,0,,7,3,43.0,12,8,67.0,dogz,1.0,1.12
Txozin,omen,233,16,14,4,2,140.9,21,2,0,2,5273,paiN,dogz,13,8,HAVEN,1.12,21,61.9,0.76,0.67,0.19,0.1,0.0,W,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,4,0,paiN,dogz,1.12,paiN,2,2,100.0,2,2,100.0,0,0,,7,3,43.0,12,8,67.0,dogz,1.0,1.12
murizzz,sova,221,15,14,12,1,129.5,11,1,2,-1,5273,paiN,dogz,13,8,HAVEN,1.12,21,61.9,0.71,0.67,0.57,0.05,0.1,W,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46,0,0,paiN,dogz,1.12,paiN,2,2,100.0,2,2,100.0,0,0,,7,3,43.0,12,8,67.0,dogz,1.0,1.12
matheuzin,cypher,200,16,12,6,4,102.9,25,2,4,-2,5273,paiN,dogz,13,8,HAVEN,1.12,21,61.9,0.76,0.57,0.29,0.1,0.19,W,3,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,42,4,0,paiN,dogz,1.12,paiN,2,2,100.0,2,2,100.0,0,0,,7,3,43.0,12,8,67.0,dogz,1.0,1.12
Veroneze,jett,194,17,12,4,5,129.0,20,4,2,2,5273,paiN,dogz,13,8,HAVEN,1.12,21,61.9,0.81,0.57,0.19,0.19,0.1,W,5,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,57,1,0,paiN,dogz,1.12,paiN,2,2,100.0,2,2,100.0,0,0,,7,3,43.0,12,8,67.0,dogz,1.0,1.12
murizzz,raze,446,25,11,4,14,215.5,19,9,1,8,5273,paiN,dogz,13,4,SPLIT,1.12,17,76.47,1.47,0.65,0.24,0.53,0.06,W,1,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,67,0,0,paiN,dogz,1.12,paiN,2,2,100.0,2,2,100.0,0,0,,5,4,80.0,10,7,70.0,dogz,1.0,1.12
Txozin,omen,223,11,8,9,3,151.5,15,1,1,0,5273,paiN,dogz,13,4,SPLIT,1.12,17,76.47,0.65,0.47,0.53,0.06,0.06,W,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71,1,0,paiN,dogz,1.12,paiN,2,2,100.0,2,2,100.0,0,0,,5,4,80.0,10,7,70.0,dogz,1.0,1.12
Veroneze,reyna,216,14,7,2,7,139.1,26,1,3,-2,5273,paiN,dogz,13,4,SPLIT,1.12,17,76.47,0.82,0.41,0.12,0.06,0.18,W,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62,0,0,paiN,dogz,1.12,paiN,2,2,100.0,2,2,100.0,0,0,,5,4,80.0,10,7,70.0,dogz,1.0,1.12
kon4n,breach,192,15,5,8,10,113.7,32,0,0,0,5273,paiN,dogz,13,4,SPLIT,1.12,17,76.47,0.88,0.29,0.47,0.0,0.0,W,3,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,49,1,2,paiN,dogz,1.12,paiN,2,2,100.0,2,2,100.0,0,0,,5,4,80.0,10,7,70.0,dogz,1.0,1.12
matheuzin,cypher,115,8,7,3,1,65.8,24,0,1,-1,5273,paiN,dogz,13,4,SPLIT,1.12,17,76.47,0.47,0.41,0.18,0.0,0.06,W,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,0,1,paiN,dogz,1.12,paiN,2,2,100.0,2,2,100.0,0,0,,5,4,80.0,10,7,70.0,dogz,1.0,1.12
Veroneze,jett,361,25,11,3,14,220.2,41,5,1,4,5174,paiN,1tap,13,6,ASCENT,1.1,19,68.42,1.32,0.58,0.16,0.26,0.05,W,2,3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,90,3,1,paiN,1tap,1.1,paiN,1,2,50.0,3,1,33.0,1,1,100.0,3,2,67.0,12,9,75.0,1tap,1.0,1.1
kon4n,sage,307,22,11,6,11,174.6,14,4,0,4,5174,paiN,1tap,13,6,ASCENT,1.1,19,68.42,1.16,0.58,0.32,0.21,0.0,W,4,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,69,1,0,paiN,1tap,1.1,paiN,1,2,50.0,3,1,33.0,1,1,100.0,3,2,67.0,12,9,75.0,1tap,1.0,1.1
murizzz,sova,200,15,10,6,5,116.1,26,2,1,1,5174,paiN,1tap,13,6,ASCENT,1.1,19,68.42,0.79,0.53,0.32,0.11,0.05,W,5,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,52,0,1,paiN,1tap,1.1,paiN,1,2,50.0,3,1,33.0,1,1,100.0,3,2,67.0,12,9,75.0,1tap,1.0,1.1
matheuzin,cypher,171,11,14,3,-3,100.3,33,1,0,1,5174,paiN,1tap,13,6,ASCENT,1.1,19,68.42,0.58,0.74,0.16,0.05,0.0,W,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,3,0,paiN,1tap,1.1,paiN,1,2,50.0,3,1,33.0,1,1,100.0,3,2,67.0,12,9,75.0,1tap,1.0,1.1
Txozin,omen,131,8,15,6,-7,92.6,19,1,4,-3,5174,paiN,1tap,13,6,ASCENT,1.1,19,68.42,0.42,0.79,0.32,0.05,0.21,W,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,2,0,paiN,1tap,1.1,paiN,1,2,50.0,3,1,33.0,1,1,100.0,3,2,67.0,12,9,75.0,1tap,1.0,1.1
murizzz,sova,261,20,11,5,9,173.0,26,4,0,4,5174,paiN,1tap,13,10,BIND,1.1,23,56.52,0.87,0.48,0.22,0.17,0.0,W,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,90,0,0,paiN,1tap,1.1,paiN,1,2,50.0,3,1,33.0,1,1,100.0,1,1,100.0,18,10,56.0,1tap,1.0,1.1
kon4n,phoenix,234,18,14,5,4,156.6,32,1,2,-1,5174,paiN,1tap,13,10,BIND,1.1,23,56.52,0.78,0.61,0.22,0.04,0.09,W,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63,1,0,paiN,1tap,1.1,paiN,1,2,50.0,3,1,33.0,1,1,100.0,1,1,100.0,18,10,56.0,1tap,1.0,1.1
matheuzin,cypher,189,15,12,7,3,116.0,29,3,1,2,5174,paiN,1tap,13,10,BIND,1.1,23,56.52,0.65,0.52,0.3,0.13,0.04,W,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,3,1,paiN,1tap,1.1,paiN,1,2,50.0,3,1,33.0,1,1,100.0,1,1,100.0,18,10,56.0,1tap,1.0,1.1
Veroneze,raze,189,15,16,5,-1,111.8,22,4,4,0,5174,paiN,1tap,13,10,BIND,1.1,23,56.52,0.65,0.7,0.22,0.17,0.17,W,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,2,1,paiN,1tap,1.1,paiN,1,2,50.0,3,1,33.0,1,1,100.0,1,1,100.0,18,10,56.0,1tap,1.0,1.1
Txozin,omen,183,17,12,4,5,102.9,37,2,2,0,5174,paiN,1tap,13,10,BIND,1.1,23,56.52,0.74,0.52,0.17,0.09,0.09,W,1,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,49,2,2,paiN,1tap,1.1,paiN,1,2,50.0,3,1,33.0,1,1,100.0,1,1,100.0,18,10,56.0,1tap,1.0,1.1
kon4n,phoenix,377,21,8,3,13,229.1,38,8,0,8,5025,paiN,Furn,13,2,HAVEN,1.1,15,86.67,1.4,0.53,0.2,0.53,0.0,W,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137,1,1,paiN,Furn,1.1,paiN,1,2,50.0,3,2,67.0,0,0,,3,3,100.0,9,8,89.0,Furnace e-sports,1.0,1.1
murizzz,sova,286,17,7,10,10,189.1,22,1,0,1,5025,paiN,Furn,13,2,HAVEN,1.1,15,86.67,1.13,0.47,0.67,0.07,0.0,W,3,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,97,2,0,paiN,Furn,1.1,paiN,1,2,50.0,3,2,67.0,0,0,,3,3,100.0,9,8,89.0,Furnace e-sports,1.0,1.1
Veroneze,jett,208,13,5,4,8,155.9,26,1,2,-1,5025,paiN,Furn,13,2,HAVEN,1.1,15,86.67,0.87,0.33,0.27,0.07,0.13,W,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89,0,0,paiN,Furn,1.1,paiN,1,2,50.0,3,2,67.0,0,0,,3,3,100.0,9,8,89.0,Furnace e-sports,1.0,1.1
matheuzin,cypher,177,11,6,7,5,90.9,30,2,0,2,5025,paiN,Furn,13,2,HAVEN,1.1,15,86.67,0.73,0.4,0.47,0.13,0.0,W,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54,0,1,paiN,Furn,1.1,paiN,1,2,50.0,3,2,67.0,0,0,,3,3,100.0,9,8,89.0,Furnace e-sports,1.0,1.1
Txozin,omen,177,8,7,8,1,124.1,10,1,0,1,5025,paiN,Furn,13,2,HAVEN,1.1,15,86.67,0.53,0.47,0.53,0.07,0.0,W,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68,0,0,paiN,Furn,1.1,paiN,1,2,50.0,3,2,67.0,0,0,,3,3,100.0,9,8,89.0,Furnace e-sports,1.0,1.1
murizzz,raze,259,16,15,4,1,166.2,27,5,4,1,4797,paiN,1tap,13,8,BIND,1.1,21,61.9,0.76,0.71,0.19,0.24,0.19,W,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,68,0,0,paiN,1tap,1.1,paiN,2,2,100.0,2,2,100.0,1,0,0.0,6,2,33.0,12,9,75.0,1tap,1.0,1.1
matheuzin,cypher,221,19,11,3,8,156.6,41,1,0,1,4797,paiN,1tap,13,8,BIND,1.1,21,61.9,0.9,0.52,0.14,0.05,0.0,W,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58,2,0,paiN,1tap,1.1,paiN,2,2,100.0,2,2,100.0,1,0,0.0,6,2,33.0,12,9,75.0,1tap,1.0,1.1
kon4n,phoenix,194,15,13,2,2,95.1,32,4,2,2,4797,paiN,1tap,13,8,BIND,1.1,21,61.9,0.71,0.62,0.1,0.19,0.1,W,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,0,0,paiN,1tap,1.1,paiN,2,2,100.0,2,2,100.0,1,0,0.0,6,2,33.0,12,9,75.0,1tap,1.0,1.1
Txozin,omen,193,13,11,7,2,122.7,17,3,1,2,4797,paiN,1tap,13,8,BIND,1.1,21,61.9,0.62,0.52,0.33,0.14,0.05,W,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61,0,0,paiN,1tap,1.1,paiN,2,2,100.0,2,2,100.0,1,0,0.0,6,2,33.0,12,9,75.0,1tap,1.0,1.1
ole,sova,164,13,11,6,2,116.5,19,0,1,-1,4797,paiN,1tap,13,8,BIND,1.1,21,61.9,0.62,0.52,0.29,0.0,0.05,W,2,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,59,3,0,paiN,1tap,1.1,paiN,2,2,100.0,2,2,100.0,1,0,0.0,6,2,33.0,12,9,75.0,1tap,1.0,1.1
matheuzin,cypher,214,16,16,8,0,136.0,23,5,2,3,4806,paiN,B4,13,11,BIND,1.1,24,54.17,0.67,0.67,0.33,0.21,0.08,W,5,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,53,3,1,paiN,B4,1.1,paiN,0,2,0.0,4,0,0.0,1,0,0.0,2,1,50.0,17,12,71.0,B4,1.0,1.1
murizzz,raze,199,17,17,2,0,138.4,26,5,3,2,4806,paiN,B4,13,11,BIND,1.1,24,54.17,0.71,0.71,0.08,0.21,0.12,W,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52,1,1,paiN,B4,1.1,paiN,0,2,0.0,4,0,0.0,1,0,0.0,2,1,50.0,17,12,71.0,B4,1.0,1.1
Txozin,omen,194,17,17,6,0,139.3,25,2,3,-1,4806,paiN,B4,13,11,BIND,1.1,24,54.17,0.71,0.71,0.25,0.08,0.12,W,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59,2,0,paiN,B4,1.1,paiN,0,2,0.0,4,0,0.0,1,0,0.0,2,1,50.0,17,12,71.0,B4,1.0,1.1
ole,sova,178,14,14,11,0,127.4,11,0,0,0,4806,paiN,B4,13,11,BIND,1.1,24,54.17,0.58,0.58,0.46,0.0,0.0,W,6,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,61,2,0,paiN,B4,1.1,paiN,0,2,0.0,4,0,0.0,1,0,0.0,2,1,50.0,17,12,71.0,B4,1.0,1.1
kon4n,phoenix,167,14,16,0,-2,108.9,29,2,2,0,4806,paiN,B4,13,11,BIND,1.1,24,54.17,0.58,0.67,0.0,0.08,0.08,W,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48,0,0,paiN,B4,1.1,paiN,0,2,0.0,4,0,0.0,1,0,0.0,2,1,50.0,17,12,71.0,B4,1.0,1.1
murizzz,jett,226,18,17,4,1,159.2,29,6,8,-2,4806,paiN,B4,11,13,HAVEN,1.1,24,45.83,0.75,0.71,0.17,0.25,0.33,L,4,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,62,0,1,paiN,B4,1.1,paiN,0,2,0.0,3,1,33.0,1,0,0.0,4,3,75.0,16,7,44.0,B4,1.0,1.1
matheuzin,cypher,200,17,15,4,2,124.6,33,4,0,4,4806,paiN,B4,11,13,HAVEN,1.1,24,45.83,0.71,0.62,0.17,0.17,0.0,L,2,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,54,3,0,paiN,B4,1.1,paiN,0,2,0.0,3,1,33.0,1,0,0.0,4,3,75.0,16,7,44.0,B4,1.0,1.1
Txozin,omen,199,18,19,2,-1,122.5,22,1,2,-1,4806,paiN,B4,11,13,HAVEN,1.1,24,45.83,0.75,0.79,0.08,0.04,0.08,L,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,2,0,paiN,B4,1.1,paiN,0,2,0.0,3,1,33.0,1,0,0.0,4,3,75.0,16,7,44.0,B4,1.0,1.1
ole,sova,171,16,17,4,-1,95.1,10,1,1,0,4806,paiN,B4,11,13,HAVEN,1.1,24,45.83,0.67,0.71,0.17,0.04,0.04,L,2,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,43,2,1,paiN,B4,1.1,paiN,0,2,0.0,3,1,33.0,1,0,0.0,4,3,75.0,16,7,44.0,B4,1.0,1.1
kon4n,breach,152,11,18,9,-7,102.2,23,1,0,1,4806,paiN,B4,11,13,HAVEN,1.1,24,45.83,0.46,0.75,0.38,0.04,0.0,L,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,2,0,paiN,B4,1.1,paiN,0,2,0.0,3,1,33.0,1,0,0.0,4,3,75.0,16,7,44.0,B4,1.0,1.1
