Player,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE,match_id,Team,Opp_Team,Patch,Map,Num_maps
murizzz,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,97.0,2.0,0.0,5025,paiN,Furn,1.1,MATCH,1
Txozin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,5025,paiN,Furn,1.1,MATCH,1
matheuzin,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,1.0,5025,paiN,Furn,1.1,MATCH,1
kon4n,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,1.0,1.0,5025,paiN,Furn,1.1,MATCH,1
Veroneze,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,5025,paiN,Furn,1.1,MATCH,1
ArtBaue,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,2.0,0.0,4797,1tap,paiN,1.1,MATCH,1
ttv,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,4797,1tap,paiN,1.1,MATCH,1
Random,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,42.0,2.0,0.0,4797,1tap,paiN,1.1,MATCH,1
ttv,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,4797,1tap,paiN,1.1,MATCH,1
fpX,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,4797,1tap,paiN,1.1,MATCH,1
murizzz,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,4797,paiN,1tap,1.1,MATCH,1
ole,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,59.0,3.0,0.0,4797,paiN,1tap,1.1,MATCH,1
Txozin,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,4797,paiN,1tap,1.1,MATCH,1
matheuzin,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,2.0,0.0,4797,paiN,1tap,1.1,MATCH,1
